row_id	conversation_id	utterance_id	context	target	emotion 
650	81	5	> Monica: `And Monica knows ...` > Ross: `Wha , heh , how could you know , I do not even know !` > Monica: `Carol called me to thank me for the lasagna , I asked , she told me .` > Joey: `So what it gonna be ?`	So what it gonna be ?	joy
651	81	6	> Ross: `Wha , heh , how could you know , I do not even know !` > Monica: `Carol called me to thank me for the lasagna , I asked , she told me .` > Joey: `So what it gonna be ?` > Ross: `Wait ... oh ... hey ... huh , oh great now he knows , and I do not know !`	Wait ... oh ... hey ... huh , oh great now he knows , and I do not know !	anger
652	81	7	> Monica: `Carol called me to thank me for the lasagna , I asked , she told me .` > Joey: `So what it gonna be ?` > Ross: `Wait ... oh ... hey ... huh , oh great now he knows , and I do not know !` > Monica: `I am sorry , I am just excited about being an aunt !`	I am sorry , I am just excited about being an aunt !	joy
653	81	8	> Joey: `So what it gonna be ?` > Ross: `Wait ... oh ... hey ... huh , oh great now he knows , and I do not know !` > Monica: `I am sorry , I am just excited about being an aunt !` > Joey: `Or an uncle ...`	Or an uncle ...	neutral
654	81	9	> Ross: `Wait ... oh ... hey ... huh , oh great now he knows , and I do not know !` > Monica: `I am sorry , I am just excited about being an aunt !` > Joey: `Or an uncle ...` > Chandler: `Hey Phoebe !`	Hey Phoebe !	neutral
655	81	10	> Monica: `I am sorry , I am just excited about being an aunt !` > Joey: `Or an uncle ...` > Chandler: `Hey Phoebe !` > Rachel: `Pheebs !`	Pheebs !	joy
656	81	11	> Joey: `Or an uncle ...` > Chandler: `Hey Phoebe !` > Rachel: `Pheebs !` > Phoebe: `Fine !`	Fine !	anger
657	81	12	> Chandler: `Hey Phoebe !` > Rachel: `Pheebs !` > Phoebe: `Fine !` > Monica: `Phoebe , what the matter ?`	Phoebe , what the matter ?	neutral
658	81	13	> Rachel: `Pheebs !` > Phoebe: `Fine !` > Monica: `Phoebe , what the matter ?` > Phoebe: `Nothing , I am sorry , I am just , I am out of sorts .`	Nothing , I am sorry , I am just , I am out of sorts .	sadness
659	81	14	> Phoebe: `Fine !` > Monica: `Phoebe , what the matter ?` > Phoebe: `Nothing , I am sorry , I am just , I am out of sorts .` > Customer: `Hey , can we get some cappuccino over here ?`	Hey , can we get some cappuccino over here ?	neutral
660	81	15	> Monica: `Phoebe , what the matter ?` > Phoebe: `Nothing , I am sorry , I am just , I am out of sorts .` > Customer: `Hey , can we get some cappuccino over here ?` > Rachel: `Oh , right , that is me !`	Oh , right , that is me !	surprise
661	81	16	> Phoebe: `Nothing , I am sorry , I am just , I am out of sorts .` > Customer: `Hey , can we get some cappuccino over here ?` > Rachel: `Oh , right , that is me !` > Joey: `Hey , Chandler , that table place closes at 7 , come on .`	Hey , Chandler , that table place closes at 7 , come on .	neutral
662	81	17	> Customer: `Hey , can we get some cappuccino over here ?` > Rachel: `Oh , right , that is me !` > Joey: `Hey , Chandler , that table place closes at 7 , come on .` > Chandler: `Fine .`	Fine .	neutral
663	81	18	> Rachel: `Oh , right , that is me !` > Joey: `Hey , Chandler , that table place closes at 7 , come on .` > Chandler: `Fine .` > Monica: `Phoebe , what is it ?`	Phoebe , what is it ?	neutral
664	81	19	> Joey: `Hey , Chandler , that table place closes at 7 , come on .` > Chandler: `Fine .` > Monica: `Phoebe , what is it ?` > Phoebe: `All right , you know Paolo ?`	All right , you know Paolo ?	neutral
665	81	20	> Chandler: `Fine .` > Monica: `Phoebe , what is it ?` > Phoebe: `All right , you know Paolo ?` > Ross: `I am familiar with his work , yes ...`	I am familiar with his work , yes ...	neutral
666	81	21	> Monica: `Phoebe , what is it ?` > Phoebe: `All right , you know Paolo ?` > Ross: `I am familiar with his work , yes ...` > Phoebe: `Well , he made a move on me .`	Well , he made a move on me .	anger
667	81	22	> Phoebe: `All right , you know Paolo ?` > Ross: `I am familiar with his work , yes ...` > Phoebe: `Well , he made a move on me .` > Joey: `Whoa , store will be open tomorrow !`	Whoa , store will be open tomorrow !	surprise
668	81	23	> Ross: `I am familiar with his work , yes ...` > Phoebe: `Well , he made a move on me .` > Joey: `Whoa , store will be open tomorrow !` > Chandler: `More coffee over here , please !`	More coffee over here , please !	neutral
669	82	1	> Phoebe: `Well , he came in for a massage , and everything was fine until ...`	Well , he came in for a massage , and everything was fine until ...	neutral
670	82	2	> Phoebe: `Well , he came in for a massage , and everything was fine until ...` > Joey and Chandler: `Ooooohh !`	Ooooohh !	surprise
671	82	3	> Phoebe: `Well , he came in for a massage , and everything was fine until ...` > Joey and Chandler: `Ooooohh !` > Ross: `My God .`	My God .	surprise
672	82	4	> Phoebe: `Well , he came in for a massage , and everything was fine until ...` > Joey and Chandler: `Ooooohh !` > Ross: `My God .` > Monica: `Are you sure ?`	Are you sure ?	surprise
673	82	5	> Joey and Chandler: `Ooooohh !` > Ross: `My God .` > Monica: `Are you sure ?` > Phoebe: `Oh yeah , I am sure .`	Oh yeah , I am sure .	neutral
674	82	6	> Ross: `My God .` > Monica: `Are you sure ?` > Phoebe: `Oh yeah , I am sure .` > Phoebe: `And all of a sudden his hands were not the problem anymore .`	And all of a sudden his hands were not the problem anymore .	neutral
675	82	7	> Monica: `Are you sure ?` > Phoebe: `Oh yeah , I am sure .` > Phoebe: `And all of a sudden his hands were not the problem anymore .` > Monica: `Was it ... ?`	Was it ... ?	surprise
676	82	8	> Phoebe: `Oh yeah , I am sure .` > Phoebe: `And all of a sudden his hands were not the problem anymore .` > Monica: `Was it ... ?` > Phoebe: `Oh , boy scouts could have camped under there .`	Oh , boy scouts could have camped under there .	neutral
677	82	9	> Phoebe: `And all of a sudden his hands were not the problem anymore .` > Monica: `Was it ... ?` > Phoebe: `Oh , boy scouts could have camped under there .` > Guys: `Oooooo ...`	Oooooo ...	disgust
678	82	10	"> Monica: `Was it ... ?` > Phoebe: `Oh , boy scouts could have camped under there .` > Guys: `Oooooo ...` > Rachel: `"" Ooo , "" what ?`"	""" Ooo , "" what ?"	surprise
679	82	11	"> Phoebe: `Oh , boy scouts could have camped under there .` > Guys: `Oooooo ...` > Rachel: `"" Ooo , "" what ?` > Phoebe: `Uma Thurman .`"	Uma Thurman .	neutral
680	82	12	"> Guys: `Oooooo ...` > Rachel: `"" Ooo , "" what ?` > Phoebe: `Uma Thurman .` > Monica: `Oh !`"	Oh !	surprise
681	82	13	"> Rachel: `"" Ooo , "" what ?` > Phoebe: `Uma Thurman .` > Monica: `Oh !` > Ross: `The actress !`"	The actress !	surprise
682	82	14	> Phoebe: `Uma Thurman .` > Monica: `Oh !` > Ross: `The actress !` > Ross: `Thanks Rach .`	Thanks Rach .	joy
683	82	15	> Monica: `Oh !` > Ross: `The actress !` > Ross: `Thanks Rach .` > Chandler: `So what are you gonna do ?`	So what are you gonna do ?	neutral
684	82	16	> Ross: `The actress !` > Ross: `Thanks Rach .` > Chandler: `So what are you gonna do ?` > Ross: `You have to tell her ! You have to tell her ! It is your moral obligation , as a friend , as a woman , I think it is a feminist issue ! Guys ? Guys ?`	You have to tell her ! You have to tell her ! It is your moral obligation , as a friend , as a woman , I think it is a feminist issue ! Guys ? Guys ?	anger
685	82	17	> Ross: `Thanks Rach .` > Chandler: `So what are you gonna do ?` > Ross: `You have to tell her ! You have to tell her ! It is your moral obligation , as a friend , as a woman , I think it is a feminist issue ! Guys ? Guys ?` > Chandler: `Oh , yeah , you have to tell her .`	Oh , yeah , you have to tell her .	neutral
686	82	18	> Chandler: `So what are you gonna do ?` > Ross: `You have to tell her ! You have to tell her ! It is your moral obligation , as a friend , as a woman , I think it is a feminist issue ! Guys ? Guys ?` > Chandler: `Oh , yeah , you have to tell her .` > Joey: `Feminist issue . That is where I went !`	Feminist issue . That is where I went !	neutral
687	82	19	> Ross: `You have to tell her ! You have to tell her ! It is your moral obligation , as a friend , as a woman , I think it is a feminist issue ! Guys ? Guys ?` > Chandler: `Oh , yeah , you have to tell her .` > Joey: `Feminist issue . That is where I went !` > Phoebe: `She is gonna hate me .`	She is gonna hate me .	fear
688	82	20	> Chandler: `Oh , yeah , you have to tell her .` > Joey: `Feminist issue . That is where I went !` > Phoebe: `She is gonna hate me .` > Ross: `Yeah , well ...`	Yeah , well ...	neutral
689	83	1	> Joey: `Will you pick one , just pick one ! Here , how about that one ?`	Will you pick one , just pick one ! Here , how about that one ?	anger
690	83	2	> Joey: `Will you pick one , just pick one ! Here , how about that one ?` > Chandler: `That is patio furniture !`	That is patio furniture !	surprise
691	83	3	"> Joey: `Will you pick one , just pick one ! Here , how about that one ?` > Chandler: `That is patio furniture !` > Joey: `So what , like people are gonna come in and think , "" Uh ... oh , I am outside again ? ""`"	"So what , like people are gonna come in and think , "" Uh ... oh , I am outside again ? """	anger
692	83	4	"> Joey: `Will you pick one , just pick one ! Here , how about that one ?` > Chandler: `That is patio furniture !` > Joey: `So what , like people are gonna come in and think , "" Uh ... oh , I am outside again ? ""` > Chandler: `What about the birds ?`"	What about the birds ?	neutral
693	83	5	"> Chandler: `That is patio furniture !` > Joey: `So what , like people are gonna come in and think , "" Uh ... oh , I am outside again ? ""` > Chandler: `What about the birds ?` > Joey: `I do not know , birds just do not say , "" Hello , sit here , eat something . ""`"	"I do not know , birds just do not say , "" Hello , sit here , eat something . """	neutral
694	83	6	"> Joey: `So what , like people are gonna come in and think , "" Uh ... oh , I am outside again ? ""` > Chandler: `What about the birds ?` > Joey: `I do not know , birds just do not say , "" Hello , sit here , eat something . ""` > Chandler: `You pick one .`"	You pick one .	neutral
695	83	7	"> Chandler: `What about the birds ?` > Joey: `I do not know , birds just do not say , "" Hello , sit here , eat something . ""` > Chandler: `You pick one .` > Joey: `All right , how about the ladybugs ?`"	All right , how about the ladybugs ?	neutral
696	83	8	"> Joey: `I do not know , birds just do not say , "" Hello , sit here , eat something . ""` > Chandler: `You pick one .` > Joey: `All right , how about the ladybugs ?` > Chandler: `Oh , so , forget about the birds , but big red insects suggest fine dining !`"	Oh , so , forget about the birds , but big red insects suggest fine dining !	anger
697	83	9	> Chandler: `You pick one .` > Joey: `All right , how about the ladybugs ?` > Chandler: `Oh , so , forget about the birds , but big red insects suggest fine dining !` > Joey: `Fine , you want to get the birds , get the birds !`	Fine , you want to get the birds , get the birds !	anger
698	83	10	> Joey: `All right , how about the ladybugs ?` > Chandler: `Oh , so , forget about the birds , but big red insects suggest fine dining !` > Joey: `Fine , you want to get the birds , get the birds !` > Chandler: `Not like that , I will not !`	Not like that , I will not !	sadness
699	83	11	> Chandler: `Oh , so , forget about the birds , but big red insects suggest fine dining !` > Joey: `Fine , you want to get the birds , get the birds !` > Chandler: `Not like that , I will not !` > Chandler: `Kip would have liked the birds !`	Kip would have liked the birds !	sadness
700	84	1	> Phoebe: `Hey !`	Hey !	joy
701	84	2	> Phoebe: `Hey !` > Rachel: `Hi Pheebs !`	Hi Pheebs !	joy
702	84	3	> Phoebe: `Hey !` > Rachel: `Hi Pheebs !` > Phoebe: `Are you moving out ?`	Are you moving out ?	neutral
703	84	4	> Phoebe: `Hey !` > Rachel: `Hi Pheebs !` > Phoebe: `Are you moving out ?` > Rachel: `No , these are not all my suitcases . This one Paolo .`	No , these are not all my suitcases . This one Paolo .	neutral
704	84	5	> Rachel: `Hi Pheebs !` > Phoebe: `Are you moving out ?` > Rachel: `No , these are not all my suitcases . This one Paolo .` > Phoebe: `Um , um , Rachel can we talk for a sec ?`	Um , um , Rachel can we talk for a sec ?	neutral
705	84	6	> Phoebe: `Are you moving out ?` > Rachel: `No , these are not all my suitcases . This one Paolo .` > Phoebe: `Um , um , Rachel can we talk for a sec ?` > Rachel: `Well , sure ... just a sec , though , cause Paolo on his way over .`	Well , sure ... just a sec , though , cause Paolo on his way over .	neutral
706	84	7	> Rachel: `No , these are not all my suitcases . This one Paolo .` > Phoebe: `Um , um , Rachel can we talk for a sec ?` > Rachel: `Well , sure ... just a sec , though , cause Paolo on his way over .` > Phoebe: `Oh ! Ok , um , ok , um ,`	Oh ! Ok , um , ok , um ,	fear
707	84	8	> Phoebe: `Um , um , Rachel can we talk for a sec ?` > Rachel: `Well , sure ... just a sec , though , cause Paolo on his way over .` > Phoebe: `Oh ! Ok , um , ok , um ,` > Rachel: `Oh , Pheebs , Pheebs ...`	Oh , Pheebs , Pheebs ...	surprise
708	84	9	> Rachel: `Well , sure ... just a sec , though , cause Paolo on his way over .` > Phoebe: `Oh ! Ok , um , ok , um ,` > Rachel: `Oh , Pheebs , Pheebs ...` > Phoebe: `Ok , um , we have not known each other for that long a time , and , um , there are three things that you should know about me .`	Ok , um , we have not known each other for that long a time , and , um , there are three things that you should know about me .	neutral
709	84	10	> Phoebe: `Oh ! Ok , um , ok , um ,` > Rachel: `Oh , Pheebs , Pheebs ...` > Phoebe: `Ok , um , we have not known each other for that long a time , and , um , there are three things that you should know about me .` > Phoebe: `One , my friends are the most important thing in my life , two , I never lie , and three , I make the best oatmeal raisin cookies in the world .`	One , my friends are the most important thing in my life , two , I never lie , and three , I make the best oatmeal raisin cookies in the world .	neutral
710	84	11	> Rachel: `Oh , Pheebs , Pheebs ...` > Phoebe: `Ok , um , we have not known each other for that long a time , and , um , there are three things that you should know about me .` > Phoebe: `One , my friends are the most important thing in my life , two , I never lie , and three , I make the best oatmeal raisin cookies in the world .` > Rachel: `Ok , thanks Pheebs Oh my God , why have I never tasted these before ? !`	Ok , thanks Pheebs Oh my God , why have I never tasted these before ? !	surprise
711	84	12	> Phoebe: `Ok , um , we have not known each other for that long a time , and , um , there are three things that you should know about me .` > Phoebe: `One , my friends are the most important thing in my life , two , I never lie , and three , I make the best oatmeal raisin cookies in the world .` > Rachel: `Ok , thanks Pheebs Oh my God , why have I never tasted these before ? !` > Phoebe: `Oh , I do not make them a lot because I do not think it is fair to the other cookies`	Oh , I do not make them a lot because I do not think it is fair to the other cookies	neutral
712	84	13	> Phoebe: `One , my friends are the most important thing in my life , two , I never lie , and three , I make the best oatmeal raisin cookies in the world .` > Rachel: `Ok , thanks Pheebs Oh my God , why have I never tasted these before ? !` > Phoebe: `Oh , I do not make them a lot because I do not think it is fair to the other cookies` > Rachel: `All right , well , you are right , these are the best oatmeal cookies I have ever had .`	All right , well , you are right , these are the best oatmeal cookies I have ever had .	surprise
713	84	14	> Rachel: `Ok , thanks Pheebs Oh my God , why have I never tasted these before ? !` > Phoebe: `Oh , I do not make them a lot because I do not think it is fair to the other cookies` > Rachel: `All right , well , you are right , these are the best oatmeal cookies I have ever had .` > Phoebe: `Which proves that I never lie .`	Which proves that I never lie .	neutral
714	84	15	> Phoebe: `Oh , I do not make them a lot because I do not think it is fair to the other cookies` > Rachel: `All right , well , you are right , these are the best oatmeal cookies I have ever had .` > Phoebe: `Which proves that I never lie .` > Rachel: `I guess you do not .`	I guess you do not .	neutral
715	84	16	> Rachel: `All right , well , you are right , these are the best oatmeal cookies I have ever had .` > Phoebe: `Which proves that I never lie .` > Rachel: `I guess you do not .` > Phoebe: `Paolo made a pass at me .`	Paolo made a pass at me .	sadness
716	85	1	> Chandler: `So , what do you think ?`	So , what do you think ?	neutral
717	85	2	> Chandler: `So , what do you think ?` > Ross: `I think It is the most beautiful table I have ever seen .`	I think It is the most beautiful table I have ever seen .	joy
718	85	3	> Chandler: `So , what do you think ?` > Ross: `I think It is the most beautiful table I have ever seen .` > Chandler: `I know !`	I know !	joy
719	85	4	> Chandler: `So , what do you think ?` > Ross: `I think It is the most beautiful table I have ever seen .` > Chandler: `I know !` > Monica: `So how does this work , you going to balance the plates on these little guys heads ?`	So how does this work , you going to balance the plates on these little guys heads ?	neutral
720	85	5	> Ross: `I think It is the most beautiful table I have ever seen .` > Chandler: `I know !` > Monica: `So how does this work , you going to balance the plates on these little guys heads ?` > Joey: `Who cares , we will eat at the sink ! Come on , let play !`	Who cares , we will eat at the sink ! Come on , let play !	joy
721	85	6	> Chandler: `I know !` > Monica: `So how does this work , you going to balance the plates on these little guys heads ?` > Joey: `Who cares , we will eat at the sink ! Come on , let play !` > Monica: `Heads up Ross ! Score ! You suck !`	Heads up Ross ! Score ! You suck !	joy
722	86	1	> Phoebe: `Are you okay ?`	Are you okay ?	neutral
723	86	2	> Phoebe: `Are you okay ?` > Rachel: `I need some milk .`	I need some milk .	sadness
724	86	3	> Phoebe: `Are you okay ?` > Rachel: `I need some milk .` > Phoebe: `Ok , I have got milk .`	Ok , I have got milk .	neutral
725	86	4	> Phoebe: `Are you okay ?` > Rachel: `I need some milk .` > Phoebe: `Ok , I have got milk .` > Phoebe: `Here you go ...`	Here you go ...	neutral
726	86	5	> Rachel: `I need some milk .` > Phoebe: `Ok , I have got milk .` > Phoebe: `Here you go ...` > Phoebe: `Oh !`	Oh !	surprise
727	86	6	> Phoebe: `Ok , I have got milk .` > Phoebe: `Here you go ...` > Phoebe: `Oh !` > Phoebe: `Better ?`	Better ?	neutral
728	86	7	> Phoebe: `Here you go ...` > Phoebe: `Oh !` > Phoebe: `Better ?` > Rachel: `No ...`	No ...	sadness
729	86	8	> Phoebe: `Oh !` > Phoebe: `Better ?` > Rachel: `No ...` > Rachel: `Oh , I feel so stupid !`	Oh , I feel so stupid !	anger
730	86	9	"> Phoebe: `Better ?` > Rachel: `No ...` > Rachel: `Oh , I feel so stupid !` > Rachel: `I think about the other day with you guys and I was all "" Oh , Paolo , he is so great , he makes me feel so ... "" Oh , God !`"	"I think about the other day with you guys and I was all "" Oh , Paolo , he is so great , he makes me feel so ... "" Oh , God !"	anger
731	86	10	"> Rachel: `No ...` > Rachel: `Oh , I feel so stupid !` > Rachel: `I think about the other day with you guys and I was all "" Oh , Paolo , he is so great , he makes me feel so ... "" Oh , God !` > Rachel: `I am so embarrassed !`"	I am so embarrassed !	sadness
732	86	11	"> Rachel: `Oh , I feel so stupid !` > Rachel: `I think about the other day with you guys and I was all "" Oh , Paolo , he is so great , he makes me feel so ... "" Oh , God !` > Rachel: `I am so embarrassed !` > Phoebe: `I am so embarrassed , I am the one he hit on !`"	I am so embarrassed , I am the one he hit on !	surprise
733	86	12	"> Rachel: `I think about the other day with you guys and I was all "" Oh , Paolo , he is so great , he makes me feel so ... "" Oh , God !` > Rachel: `I am so embarrassed !` > Phoebe: `I am so embarrassed , I am the one he hit on !` > Rachel: `Pheebs , if I had never met him this never would have happened !`"	Pheebs , if I had never met him this never would have happened !	sadness
734	86	13	> Rachel: `I am so embarrassed !` > Phoebe: `I am so embarrassed , I am the one he hit on !` > Rachel: `Pheebs , if I had never met him this never would have happened !` > Phoebe: `I am so sorry ! No I am sorry ! No I am sorry ! No I am sorry !`	I am so sorry ! No I am sorry ! No I am sorry ! No I am sorry !	sadness
735	86	14	> Phoebe: `I am so embarrassed , I am the one he hit on !` > Rachel: `Pheebs , if I had never met him this never would have happened !` > Phoebe: `I am so sorry ! No I am sorry ! No I am sorry ! No I am sorry !` > Phoebe: `No , wait , oh , what are we sorry about ?`	No , wait , oh , what are we sorry about ?	surprise
736	86	15	> Rachel: `Pheebs , if I had never met him this never would have happened !` > Phoebe: `I am so sorry ! No I am sorry ! No I am sorry ! No I am sorry !` > Phoebe: `No , wait , oh , what are we sorry about ?` > Rachel: `I do not know ... right , he is the pig !`	I do not know ... right , he is the pig !	sadness
737	86	16	> Phoebe: `I am so sorry ! No I am sorry ! No I am sorry ! No I am sorry !` > Phoebe: `No , wait , oh , what are we sorry about ?` > Rachel: `I do not know ... right , he is the pig !` > Phoebe: `Such a pig !`	Such a pig !	disgust
738	86	17	> Phoebe: `No , wait , oh , what are we sorry about ?` > Rachel: `I do not know ... right , he is the pig !` > Phoebe: `Such a pig !` > Rachel: `Oh , God , he is such a pig ,`	Oh , God , he is such a pig ,	disgust
739	86	18	> Rachel: `I do not know ... right , he is the pig !` > Phoebe: `Such a pig !` > Rachel: `Oh , God , he is such a pig ,` > Phoebe: `Oh he is like a ...`	Oh he is like a ...	disgust
740	86	19	> Phoebe: `Such a pig !` > Rachel: `Oh , God , he is such a pig ,` > Phoebe: `Oh he is like a ...` > Rachel: `He is like a big disgusting ... pig ... pig man !`	He is like a big disgusting ... pig ... pig man !	disgust
741	86	20	> Rachel: `Oh , God , he is such a pig ,` > Phoebe: `Oh he is like a ...` > Rachel: `He is like a big disgusting ... pig ... pig man !` > Phoebe: `Yes , good ! Ok ...`	Yes , good ! Ok ...	joy
742	87	1	> Rachel: `Oh , but he was my pig man ...`	Oh , but he was my pig man ...	sadness
743	87	2	> Rachel: `Oh , but he was my pig man ...` > Rachel: `How did I not see this ?`	How did I not see this ?	surprise
744	87	3	> Rachel: `Oh , but he was my pig man ...` > Rachel: `How did I not see this ?` > Phoebe: `Oh ! I know ! It is because ... he is gorgeous , and he is charming , and when he looks at you ...`	Oh ! I know ! It is because ... he is gorgeous , and he is charming , and when he looks at you ...	joy
745	87	4	> Rachel: `Oh , but he was my pig man ...` > Rachel: `How did I not see this ?` > Phoebe: `Oh ! I know ! It is because ... he is gorgeous , and he is charming , and when he looks at you ...` > Rachel: `Ok , Ok , Pheebs ...`	Ok , Ok , Pheebs ...	neutral
746	87	5	> Rachel: `How did I not see this ?` > Phoebe: `Oh ! I know ! It is because ... he is gorgeous , and he is charming , and when he looks at you ...` > Rachel: `Ok , Ok , Pheebs ...` > Phoebe: `The end .`	The end .	neutral
747	87	6	> Phoebe: `Oh ! I know ! It is because ... he is gorgeous , and he is charming , and when he looks at you ...` > Rachel: `Ok , Ok , Pheebs ...` > Phoebe: `The end .` > Rachel: `Oh , God ...`	Oh , God ...	sadness
748	87	7	> Rachel: `Ok , Ok , Pheebs ...` > Phoebe: `The end .` > Rachel: `Oh , God ...` > Phoebe: `Should I not have told you ?`	Should I not have told you ?	sadness
749	87	8	> Phoebe: `The end .` > Rachel: `Oh , God ...` > Phoebe: `Should I not have told you ?` > Rachel: `No , no , trust , me , it is , it is , it is much better that I know .`	No , no , trust , me , it is , it is , it is much better that I know .	neutral
750	87	9	> Rachel: `Oh , God ...` > Phoebe: `Should I not have told you ?` > Rachel: `No , no , trust , me , it is , it is , it is much better that I know .` > Rachel: `Uh , I just liked it better before it was better ...`	Uh , I just liked it better before it was better ...	sadness
751	90	1	> Mr. Tribbiani: `Gotta go . I miss you too , I love you , but it is getting real late now ...`	Gotta go . I miss you too , I love you , but it is getting real late now ...	sadness
752	90	2	> Mr. Tribbiani: `Gotta go . I miss you too , I love you , but it is getting real late now ...` > Joey: `Hey Ma . Listen , I made the appointment with Dr . Bazida , and ...`	Hey Ma . Listen , I made the appointment with Dr . Bazida , and ...	neutral
753	90	3	> Mr. Tribbiani: `Gotta go . I miss you too , I love you , but it is getting real late now ...` > Joey: `Hey Ma . Listen , I made the appointment with Dr . Bazida , and ...` > Joey: `Excuse me ?`	Excuse me ?	surprise
754	90	4	> Mr. Tribbiani: `Gotta go . I miss you too , I love you , but it is getting real late now ...` > Joey: `Hey Ma . Listen , I made the appointment with Dr . Bazida , and ...` > Joey: `Excuse me ?` > Joey: `Did you know this is not Ma ?`	Did you know this is not Ma ?	surprise
755	90	5	> Joey: `Hey Ma . Listen , I made the appointment with Dr . Bazida , and ...` > Joey: `Excuse me ?` > Joey: `Did you know this is not Ma ?` > Mr. Tribbiani: `Her name Ronni . She is a pet mortician .`	Her name Ronni . She is a pet mortician .	neutral
756	90	6	> Joey: `Excuse me ?` > Joey: `Did you know this is not Ma ?` > Mr. Tribbiani: `Her name Ronni . She is a pet mortician .` > Joey: `Sure . So how long you been ...`	Sure . So how long you been ...	neutral
757	90	7	> Joey: `Did you know this is not Ma ?` > Mr. Tribbiani: `Her name Ronni . She is a pet mortician .` > Joey: `Sure . So how long you been ...` > Mr. Tribbiani: `Remember when you were a little kid , I used to take you to the navy yard and show you the big ships ?`	Remember when you were a little kid , I used to take you to the navy yard and show you the big ships ?	neutral
758	90	8	> Mr. Tribbiani: `Her name Ronni . She is a pet mortician .` > Joey: `Sure . So how long you been ...` > Mr. Tribbiani: `Remember when you were a little kid , I used to take you to the navy yard and show you the big ships ?` > Joey: `Since then ? !`	Since then ? !	surprise
759	90	9	> Joey: `Sure . So how long you been ...` > Mr. Tribbiani: `Remember when you were a little kid , I used to take you to the navy yard and show you the big ships ?` > Joey: `Since then ? !` > Mr. Tribbiani: `No , it is only been six years .`	No , it is only been six years .	neutral
760	90	10	> Mr. Tribbiani: `Remember when you were a little kid , I used to take you to the navy yard and show you the big ships ?` > Joey: `Since then ? !` > Mr. Tribbiani: `No , it is only been six years .` > Mr. Tribbiani: `I just wanted to put a nice memory in your head so you would know that I was not always such a terrible guy .`	I just wanted to put a nice memory in your head so you would know that I was not always such a terrible guy .	neutral
761	90	11	> Joey: `Since then ? !` > Mr. Tribbiani: `No , it is only been six years .` > Mr. Tribbiani: `I just wanted to put a nice memory in your head so you would know that I was not always such a terrible guy .` > Mr. Tribbiani: `... Joe .`	... Joe .	neutral
762	90	12	> Mr. Tribbiani: `No , it is only been six years .` > Mr. Tribbiani: `I just wanted to put a nice memory in your head so you would know that I was not always such a terrible guy .` > Mr. Tribbiani: `... Joe .` > Mr. Tribbiani: `Y ever been in love ?`	Y ever been in love ?	neutral
763	90	13	> Mr. Tribbiani: `I just wanted to put a nice memory in your head so you would know that I was not always such a terrible guy .` > Mr. Tribbiani: `... Joe .` > Mr. Tribbiani: `Y ever been in love ?` > Joey: `... I do not know .`	... I do not know .	neutral
764	90	14	> Mr. Tribbiani: `... Joe .` > Mr. Tribbiani: `Y ever been in love ?` > Joey: `... I do not know .` > Mr. Tribbiani: `Then y have not . You are burning your tomatoes .`	Then y have not . You are burning your tomatoes .	neutral
765	90	15	> Mr. Tribbiani: `Y ever been in love ?` > Joey: `... I do not know .` > Mr. Tribbiani: `Then y have not . You are burning your tomatoes .` > Joey: `You are one to talk .`	You are one to talk .	disgust
766	90	16	> Joey: `... I do not know .` > Mr. Tribbiani: `Then y have not . You are burning your tomatoes .` > Joey: `You are one to talk .` > Mr. Tribbiani: `Joe , your dad in love big time . And the worst part of it is , it is with two different women .`	Joe , your dad in love big time . And the worst part of it is , it is with two different women .	neutral
767	90	17	> Mr. Tribbiani: `Then y have not . You are burning your tomatoes .` > Joey: `You are one to talk .` > Mr. Tribbiani: `Joe , your dad in love big time . And the worst part of it is , it is with two different women .` > Joey: `Oh man . Please tell me one of them is Ma .`	Oh man . Please tell me one of them is Ma .	disgust
768	90	18	> Joey: `You are one to talk .` > Mr. Tribbiani: `Joe , your dad in love big time . And the worst part of it is , it is with two different women .` > Joey: `Oh man . Please tell me one of them is Ma .` > Mr. Tribbiani: `Of course , course one of them is Ma . What the matter with you ?`	Of course , course one of them is Ma . What the matter with you ?	surprise
769	91	1	> Ronni: `Now , yee , most people , when their pets pass on , they want em sorta laid out like they are sleeping .`	Now , yee , most people , when their pets pass on , they want em sorta laid out like they are sleeping .	neutral
770	91	2	> Ronni: `Now , yee , most people , when their pets pass on , they want em sorta laid out like they are sleeping .` > Ronni: `But occasionally you get your person who wants them in a pose .`	But occasionally you get your person who wants them in a pose .	neutral
771	91	3	> Ronni: `Now , yee , most people , when their pets pass on , they want em sorta laid out like they are sleeping .` > Ronni: `But occasionally you get your person who wants them in a pose .` > Ronni: `Like , chasing their tail , or , uh , jumping to catch a frisbee .`	Like , chasing their tail , or , uh , jumping to catch a frisbee .	neutral
772	91	4	> Ronni: `Now , yee , most people , when their pets pass on , they want em sorta laid out like they are sleeping .` > Ronni: `But occasionally you get your person who wants them in a pose .` > Ronni: `Like , chasing their tail , or , uh , jumping to catch a frisbee .` > Chandler: `Joey , if I go first , I wanna be looking for my keys .`	Joey , if I go first , I wanna be looking for my keys .	neutral
773	91	5	> Ronni: `But occasionally you get your person who wants them in a pose .` > Ronni: `Like , chasing their tail , or , uh , jumping to catch a frisbee .` > Chandler: `Joey , if I go first , I wanna be looking for my keys .` > Ronni: `That is a good one !`	That is a good one !	joy
